datetime,date,hour,day_of_week,month,is_weekend,temperature,flu_season_index,air_quality_index,emergency_admissions,icu_demand,staff_workload,bed_occupancy,emergency_admissions_lag_1h,emergency_admissions_lag_7h,emergency_admissions_lag_14h,icu_demand_lag_1h,icu_demand_lag_7h,icu_demand_lag_14h,emergency_admissions_rolling_3h,emergency_admissions_rolling_7h,emergency_admissions_rolling_14h
2025-07-09 23:01:54.727429,2025-07-09,23,2,7,0,12.969233999082128,0.13050437830206701,85.11320331173903,1,0,0,75,4.0,6.0,2.0,1.0,1.0,0.0,1.6666666666666667,3.4285714285714284,3.7142857142857144
2025-07-10 00:01:54.727429,2025-07-10,0,3,7,0,16.835028866522606,0.08779652930022235,89.37854593336135,1,0,0,82,1.0,13.0,2.0,0.0,2.0,0.0,2.0,1.7142857142857142,3.642857142857143
2025-07-10 01:01:54.727429,2025-07-10,1,3,7,0,18.092998567487857,0.16362838506351393,99.18683168163085,4,1,1,42,1.0,1.0,6.0,0.0,0.0,1.0,2.0,2.142857142857143,3.5
2025-07-10 02:01:54.727429,2025-07-10,2,3,7,0,17.7938403573486,0.040024900656962126,71.67206579504207,1,0,0,74,4.0,3.0,2.0,1.0,0.0,0.0,2.0,1.8571428571428572,3.4285714285714284
2025-07-10 03:01:54.727429,2025-07-10,3,3,7,0,12.482347430332087,0.20749302059199545,87.21884552504889,4,1,1,88,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.142857142857143,3.5714285714285716
2025-07-10 04:01:54.727429,2025-07-10,4,3,7,0,14.07236287244636,0.2385034610785411,95.89086337750854,2,0,1,53,4.0,0.0,3.0,1.0,0.0,0.0,2.3333333333333335,2.4285714285714284,3.5
2025-07-10 05:01:54.727429,2025-07-10,5,3,7,0,15.993790294210696,0.04900633492294695,84.44148135245283,3,0,1,56,2.0,4.0,7.0,0.0,1.0,2.0,3.0,2.2857142857142856,3.2142857142857144
2025-07-10 06:01:54.727429,2025-07-10,6,3,7,0,17.92663538136708,0.03129392620556465,72.35581557824719,2,0,1,30,3.0,1.0,6.0,0.0,0.0,1.0,2.3333333333333335,2.4285714285714284,2.9285714285714284
2025-07-10 07:01:54.727429,2025-07-10,7,3,7,0,13.562477286464134,0.04365464483620774,86.81618057250313,1,0,0,78,2.0,1.0,13.0,0.0,0.0,2.0,2.0,2.4285714285714284,2.0714285714285716
2025-07-10 08:01:54.727429,2025-07-10,8,3,7,0,14.443023070008552,0.2631382685695505,79.96221672471461,4,1,1,49,1.0,4.0,1.0,0.0,1.0,0.0,2.3333333333333335,2.4285714285714284,2.2857142857142856
2025-07-10 09:01:54.727429,2025-07-10,9,3,7,0,11.680995077981919,0.15845677852690684,74.64825356013807,5,1,2,37,4.0,1.0,3.0,1.0,0.0,0.0,3.3333333333333335,3.0,2.4285714285714284
2025-07-10 10:01:54.727429,2025-07-10,10,3,7,0,11.41138012775799,0.14017829880225077,95.4710353985042,3,0,1,32,5.0,4.0,2.0,1.0,1.0,0.0,4.0,2.857142857142857,2.5
2025-07-10 11:01:54.727429,2025-07-10,11,3,7,0,17.4375774671826,0.032013545730706285,85.64798538973365,0,0,0,78,3.0,2.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.5714285714285716,2.5
2025-07-10 12:01:54.727429,2025-07-10,12,3,7,0,19.06872008571247,0.19486680202708853,97.998292371372,1,0,0,61,0.0,3.0,4.0,0.0,0.0,1.0,1.3333333333333333,2.2857142857142856,2.2857142857142856
2025-07-10 13:01:54.727429,2025-07-10,13,3,7,0,14.783969635259002,0.26039987756852695,94.18049513809207,2,0,1,88,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.2857142857142856,2.357142857142857
2025-07-10 14:01:54.727429,2025-07-10,14,3,7,0,18.010598693676076,0.24845576079703588,90.78915381321002,8,1,3,73,2.0,1.0,1.0,0.0,0.0,0.0,3.6666666666666665,3.2857142857142856,2.857142857142857
2025-07-10 15:01:54.727429,2025-07-10,15,3,7,0,16.084908075142906,0.18781641269424038,70.15076510095936,3,0,1,86,8.0,4.0,4.0,1.0,1.0,1.0,4.333333333333333,3.142857142857143,2.7857142857142856
2025-07-10 16:01:54.727429,2025-07-10,16,3,7,0,13.06464073618463,0.02258361499550209,82.8347036991475,7,1,2,86,3.0,5.0,1.0,0.0,1.0,0.0,6.0,3.4285714285714284,3.2142857142857144
2025-07-10 17:01:54.727429,2025-07-10,17,3,7,0,16.084186816525246,0.033719108152803885,75.92458844956097,5,1,2,54,7.0,3.0,4.0,1.0,0.0,1.0,5.0,3.7142857142857144,3.2857142857142856
2025-07-10 18:01:54.727429,2025-07-10,18,3,7,0,19.61410969939791,0.014792696132947402,97.32393733146603,2,0,1,54,5.0,0.0,2.0,1.0,0.0,0.0,4.666666666666667,4.0,3.2857142857142856
2025-07-10 19:01:54.727429,2025-07-10,19,3,7,0,14.892521882670149,0.07724376494774078,75.2375195402908,2,0,1,79,2.0,1.0,3.0,0.0,0.0,0.0,3.0,4.142857142857143,3.2142857142857144
2025-07-10 20:01:54.727429,2025-07-10,20,3,7,0,19.69393096744202,0.04069844014811332,78.58180154977856,3,0,1,43,2.0,2.0,2.0,0.0,0.0,0.0,2.3333333333333335,4.285714285714286,3.2857142857142856
2025-07-10 21:01:54.727429,2025-07-10,21,3,7,0,7.140764687730771,0.07801441207573016,85.50510303203498,1,0,0,72,3.0,8.0,1.0,0.0,1.0,0.0,2.0,3.2857142857142856,3.2857142857142856
2025-07-10 22:01:54.727429,2025-07-10,22,3,7,0,17.465707513125675,0.11551741671568849,77.90090856994237,2,0,1,56,1.0,3.0,4.0,0.0,0.0,1.0,2.0,3.142857142857143,3.142857142857143
2025-07-10 23:01:54.727429,2025-07-10,23,3,7,0,15.261141204714518,0.2828948352213407,76.29594031837364,2,0,1,77,2.0,7.0,5.0,0.0,1.0,1.0,1.6666666666666667,2.4285714285714284,2.9285714285714284
2025-07-11 00:01:54.727429,2025-07-11,0,4,7,0,14.102977948602401,0.18311281793450762,87.97297975308257,1,0,0,61,2.0,5.0,3.0,0.0,1.0,0.0,1.6666666666666667,1.8571428571428572,2.7857142857142856
2025-07-11 01:01:54.727429,2025-07-11,1,4,7,0,15.27528232960651,0.2504921357048887,72.6678856826507,2,0,1,56,1.0,2.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.8571428571428572,2.9285714285714284
2025-07-11 02:01:54.727429,2025-07-11,2,4,7,0,9.037293256197325,0.21310545021369967,71.74503276162774,1,0,0,33,2.0,2.0,1.0,0.0,0.0,0.0,1.3333333333333333,1.7142857142857142,2.9285714285714284
2025-07-11 03:01:54.727429,2025-07-11,3,4,7,0,14.340984336487468,0.033750939157989525,81.16735885558214,0,0,0,79,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.2857142857142858,2.7857142857142856
2025-07-11 04:01:54.727429,2025-07-11,4,4,7,0,16.071337714535243,0.22077612191218465,91.61993363523587,1,0,0,68,0.0,1.0,8.0,0.0,0.0,1.0,0.6666666666666666,1.2857142857142858,2.2857142857142856
2025-07-11 05:01:54.727429,2025-07-11,5,4,7,0,19.43368213422455,0.08252966446773732,86.64420274821845,1,0,0,40,1.0,2.0,3.0,0.0,0.0,0.0,0.6666666666666666,1.1428571428571428,2.142857142857143
2025-07-11 06:01:54.727429,2025-07-11,6,4,7,0,13.445189345179061,0.1917323540984119,82.68629405400337,7,1,2,77,1.0,2.0,7.0,0.0,0.0,1.0,3.0,1.8571428571428572,2.142857142857143
2025-07-11 07:01:54.727429,2025-07-11,7,4,7,0,12.57451919132044,0.10228859209289655,86.97254692673746,1,0,0,77,7.0,1.0,5.0,1.0,0.0,1.0,3.0,1.8571428571428572,1.8571428571428572
2025-07-11 08:01:54.727429,2025-07-11,8,4,7,0,13.494728869246394,0.29930167897939775,80.96354453959822,2,0,1,32,1.0,2.0,2.0,0.0,0.0,0.0,3.3333333333333335,1.8571428571428572,1.8571428571428572
2025-07-11 09:01:54.727429,2025-07-11,9,4,7,0,17.746206353106224,0.07906544384903334,98.0843900629634,4,1,1,54,2.0,1.0,2.0,0.0,0.0,0.0,2.3333333333333335,2.2857142857142856,2.0
2025-07-11 10:01:54.727429,2025-07-11,10,4,7,0,15.986253328979057,0.08373914123228089,71.64714672732323,3,0,1,84,4.0,0.0,3.0,1.0,0.0,0.0,3.0,2.7142857142857144,2.0
2025-07-11 11:01:54.727429,2025-07-11,11,4,7,0,13.410719388698887,0.2792016766687195,90.20174437089506,3,0,1,53,3.0,1.0,1.0,0.0,0.0,0.0,3.3333333333333335,3.0,2.142857142857143
2025-07-11 12:01:54.727429,2025-07-11,12,4,7,0,16.53980229934007,0.007393321390896801,96.73847994483252,3,0,1,38,3.0,1.0,2.0,0.0,0.0,0.0,3.0,3.2857142857142856,2.2142857142857144
2025-07-11 13:01:54.727429,2025-07-11,13,4,7,0,15.291232648044124,0.20900669636195907,94.11654126205761,6,1,2,37,3.0,7.0,2.0,0.0,1.0,0.0,4.0,3.142857142857143,2.5
2025-07-11 14:01:54.727429,2025-07-11,14,4,7,0,17.905934971598672,0.21759791722076344,75.5212310446434,2,0,1,68,6.0,1.0,1.0,1.0,0.0,0.0,3.6666666666666665,3.2857142857142856,2.5714285714285716
2025-07-11 15:01:54.727429,2025-07-11,15,4,7,0,12.893840718367947,0.2509135732231198,78.87779046940865,1,0,0,60,2.0,2.0,2.0,0.0,0.0,0.0,3.0,3.142857142857143,2.5
2025-07-11 16:01:54.727429,2025-07-11,16,4,7,0,14.0170135602067,0.29233179319154257,91.51143816121314,0,0,0,86,1.0,4.0,1.0,0.0,1.0,0.0,1.0,2.5714285714285716,2.4285714285714284
2025-07-11 17:01:54.727429,2025-07-11,17,4,7,0,13.823675540603531,0.2926805757469957,72.52811677542297,2,0,1,88,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.4285714285714284,2.5714285714285716
2025-07-11 18:01:54.727429,2025-07-11,18,4,7,0,10.609455155603648,0.019583027269939168,94.35585099497752,1,0,0,46,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.142857142857143,2.5714285714285716
2025-07-11 19:01:54.727429,2025-07-11,19,4,7,0,15.888360831193731,0.24655179682587075,91.56720833814371,2,0,1,72,1.0,3.0,1.0,0.0,0.0,0.0,1.6666666666666667,2.0,2.642857142857143
2025-07-11 20:01:54.727429,2025-07-11,20,4,7,0,15.783165816539672,0.1938929800972144,91.88819947706028,0,0,0,60,2.0,6.0,7.0,0.0,1.0,1.0,1.0,1.1428571428571428,2.142857142857143
2025-07-11 21:01:54.727429,2025-07-11,21,4,7,0,15.015340369927387,0.19420264031192735,73.00724110802774,1,0,0,33,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.142857142857143
2025-07-11 22:01:54.727429,2025-07-11,22,4,7,0,14.296238599874563,0.03850497798440844,91.53281634448692,2,0,1,33,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.1428571428571428,2.142857142857143
2025-07-11 23:01:54.727429,2025-07-11,23,4,7,0,10.75388777384876,0.195056149933696,90.39454375659909,1,0,0,66,2.0,0.0,4.0,0.0,0.0,1.0,1.3333333333333333,1.2857142857142858,1.9285714285714286
2025-07-12 00:01:54.727429,2025-07-12,0,5,7,1,13.738064031703926,0.2947447741803743,94.92767472465552,3,0,1,37,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.4285714285714286,1.9285714285714286
2025-07-12 01:01:54.727429,2025-07-12,1,5,7,1,13.971856450419695,0.27354557086183406,71.24787868769408,4,1,1,71,3.0,1.0,3.0,0.0,0.0,0.0,2.6666666666666665,1.8571428571428572,2.0
2025-07-12 02:01:54.727429,2025-07-12,2,5,7,1,12.593168192335147,0.13173919824145516,70.69332005403376,2,0,1,78,4.0,2.0,3.0,1.0,0.0,0.0,3.0,1.8571428571428572,1.9285714285714286
2025-07-12 03:01:54.727429,2025-07-12,3,5,7,1,14.516142865001976,0.011984391985828301,81.19021299635682,2,0,1,35,2.0,0.0,6.0,0.0,0.0,1.0,2.6666666666666665,2.142857142857143,1.6428571428571428
2025-07-12 04:01:54.727429,2025-07-12,4,5,7,1,16.212152570443617,0.10868804700006145,74.46364851547459,3,0,1,38,2.0,1.0,2.0,0.0,0.0,0.0,2.3333333333333335,2.4285714285714284,1.7142857142857142
2025-07-12 05:01:54.727429,2025-07-12,5,5,7,1,20.658557703631594,0.24791709348016655,86.75153432710665,3,0,1,71,3.0,2.0,1.0,0.0,0.0,0.0,2.6666666666666665,2.5714285714285716,1.8571428571428572
2025-07-12 06:01:54.727429,2025-07-12,6,5,7,1,15.52373343849552,0.21044973043954981,97.52046704520247,5,1,2,37,3.0,1.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.142857142857143,2.2142857142857144
2025-07-12 07:01:54.727429,2025-07-12,7,5,7,1,15.772651172168297,0.1378030966781869,81.74439191002047,3,0,1,61,5.0,3.0,2.0,1.0,0.0,0.0,3.6666666666666665,3.142857142857143,2.2857142857142856
2025-07-12 08:01:54.727429,2025-07-12,8,5,7,1,14.776662252701502,0.01653046054764933,95.34851131817813,1,0,0,44,3.0,4.0,1.0,0.0,1.0,0.0,3.0,2.7142857142857144,2.2857142857142856
2025-07-12 09:01:54.727429,2025-07-12,9,5,7,1,9.243686354102879,0.1280684183469908,70.007226235536,7,1,2,47,1.0,2.0,2.0,0.0,0.0,0.0,3.6666666666666665,3.4285714285714284,2.642857142857143
2025-07-12 10:01:54.727429,2025-07-12,10,5,7,1,14.920458373652354,0.14070748191536506,75.05543930377553,1,0,0,52,7.0,2.0,0.0,1.0,0.0,0.0,3.0,3.2857142857142856,2.7142857142857144
2025-07-12 11:01:54.727429,2025-07-12,11,5,7,1,15.180690629823083,0.27856665986824075,70.91270618962257,6,1,2,34,1.0,3.0,1.0,0.0,0.0,0.0,4.666666666666667,3.7142857142857144,3.0714285714285716
2025-07-12 12:01:54.727429,2025-07-12,12,5,7,1,22.389726337455862,0.19232583107464782,79.84441541545206,5,1,2,79,6.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,3.2857142857142856
2025-07-12 13:01:54.727429,2025-07-12,13,5,7,1,14.422917105656635,0.09349587499639467,97.24568787089508,5,1,2,56,5.0,5.0,1.0,1.0,1.0,0.0,5.333333333333333,4.0,3.5714285714285716
2025-07-12 14:01:54.727429,2025-07-12,14,5,7,1,15.904642027000842,0.15759547933521642,72.90856370796963,4,1,1,62,5.0,3.0,3.0,1.0,0.0,0.0,4.666666666666667,4.142857142857143,3.642857142857143
2025-07-12 15:01:54.727429,2025-07-12,15,5,7,1,14.895864690884274,0.01981659234664802,88.19229330231401,2,0,1,31,4.0,1.0,4.0,1.0,0.0,1.0,3.6666666666666665,4.285714285714286,3.5
2025-07-12 16:01:54.727429,2025-07-12,16,5,7,1,11.493965887141407,0.291770470694921,83.54487817358333,3,0,1,88,2.0,7.0,2.0,0.0,1.0,0.0,3.0,3.7142857142857144,3.5714285714285716
2025-07-12 17:01:54.727429,2025-07-12,17,5,7,1,18.428468443545064,0.1080179705792178,98.15404637097437,7,1,2,71,3.0,1.0,2.0,0.0,0.0,0.0,4.0,4.571428571428571,3.9285714285714284
2025-07-12 18:01:54.727429,2025-07-12,18,5,7,1,17.255799098060326,0.14336020647394074,73.67557427611281,4,1,1,67,7.0,6.0,3.0,1.0,1.0,0.0,4.666666666666667,4.285714285714286,4.0
2025-07-12 19:01:54.727429,2025-07-12,19,5,7,1,17.373095841129143,0.10658519227107678,76.36083551506687,3,0,1,88,4.0,5.0,3.0,1.0,1.0,0.0,4.666666666666667,4.0,4.0
2025-07-12 20:01:54.727429,2025-07-12,20,5,7,1,12.271837635615787,0.20475351903486003,70.88625905834479,5,1,2,57,3.0,5.0,5.0,0.0,1.0,1.0,4.0,4.0,4.0
2025-07-12 21:01:54.727429,2025-07-12,21,5,7,1,19.208382932808302,0.19866964749887792,83.01805748894121,5,1,2,53,5.0,4.0,3.0,1.0,1.0,0.0,4.333333333333333,4.142857142857143,4.142857142857143
2025-07-12 22:01:54.727429,2025-07-12,22,5,7,1,10.79444681162316,0.2145966931587407,78.33498698693963,3,0,1,80,5.0,2.0,1.0,1.0,0.0,0.0,4.333333333333333,4.285714285714286,4.285714285714286
2025-07-12 23:01:54.727429,2025-07-12,23,5,7,1,16.760571281400814,0.08044296888357624,96.09717801670962,6,1,2,50,3.0,3.0,7.0,0.0,0.0,1.0,4.666666666666667,4.714285714285714,4.214285714285714
2025-07-13 00:01:54.727429,2025-07-13,0,6,7,1,21.571366877429938,0.09470054434921979,88.14822439593266,2,0,1,60,6.0,7.0,1.0,1.0,1.0,0.0,3.6666666666666665,4.0,4.285714285714286
2025-07-13 01:01:54.727429,2025-07-13,1,6,7,1,12.028391024607938,0.037575369328862386,88.42272213927106,3,0,1,40,2.0,4.0,6.0,0.0,1.0,1.0,3.6666666666666665,3.857142857142857,4.071428571428571
2025-07-13 02:01:54.727429,2025-07-13,2,6,7,1,13.301106811191687,0.19665299155383378,85.95732090643907,8,2,1,79,3.0,3.0,5.0,0.0,0.0,1.0,4.333333333333333,4.571428571428571,4.285714285714286
2025-07-13 03:01:54.727429,2025-07-13,3,6,7,1,15.298954095262927,0.011939138200695764,72.75551011687602,5,1,2,57,8.0,5.0,5.0,2.0,1.0,1.0,5.333333333333333,4.571428571428571,4.285714285714286
2025-07-13 04:01:54.727429,2025-07-13,4,6,7,1,13.489573037651406,0.1793047006570377,83.35056051176065,1,0,0,77,5.0,5.0,4.0,1.0,1.0,1.0,4.666666666666667,4.0,4.071428571428571
2025-07-13 05:01:54.727429,2025-07-13,5,6,7,1,10.348009706801605,0.26090876545549013,99.9851556912555,1,0,0,69,1.0,3.0,2.0,0.0,0.0,0.0,2.3333333333333335,3.7142857142857144,4.0
2025-07-13 06:01:54.727429,2025-07-13,6,6,7,1,15.205688924418086,0.26724964448689004,95.05687872538044,1,0,0,33,1.0,6.0,3.0,0.0,1.0,0.0,1.0,3.0,3.857142857142857
2025-07-13 07:01:54.727429,2025-07-13,7,6,7,1,11.81308885882169,0.1347113281109885,96.80377162501348,2,0,1,72,1.0,2.0,7.0,0.0,0.0,1.0,1.3333333333333333,3.0,3.5
2025-07-13 08:01:54.727429,2025-07-13,8,6,7,1,16.420777291905548,0.13779110646392212,94.69679077739498,7,1,2,71,2.0,3.0,4.0,0.0,0.0,1.0,3.3333333333333335,3.5714285714285716,3.7142857142857144
2025-07-13 09:01:54.727429,2025-07-13,9,6,7,1,12.241727297298594,0.023090754902405208,73.09125080292948,3,0,1,45,7.0,8.0,3.0,1.0,2.0,0.0,4.0,2.857142857142857,3.7142857142857144
2025-07-13 10:01:54.727429,2025-07-13,10,6,7,1,19.64980321505262,0.20122950763291073,76.82344762194398,3,0,1,41,3.0,5.0,5.0,0.0,1.0,1.0,4.333333333333333,2.5714285714285716,3.5714285714285716
2025-07-13 11:01:54.727429,2025-07-13,11,6,7,1,12.650240122991292,0.24637782611185363,70.0936495406923,1,0,0,51,3.0,1.0,5.0,0.0,0.0,1.0,2.3333333333333335,2.5714285714285716,3.2857142857142856
